,Store,ds,y,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Date_dayofweek,Date_month,Date_year,Date_day,IsHoliday_label,Type_B,Type_C
981,7,2012-06-15,666942.02,70713,59.33,3.723,16717.38,119.4,0.65,677.29,1144.07,197.692292,8.09,4,6,2012,15,0,1,0
1410,10,2012-06-15,1811562.88,126512,88.58,4.144,6017.71,18.8,41.99,2052.91,4250.19,130.8295333,7.382,4,6,2012,15,0,1,0
552,4,2012-06-15,2234190.93,205863,80.94,3.372,16063.84,84.0,0.22,2105.39,6113.16,130.8295333,4.308,4,6,2012,15,0,0,0
3841,27,2012-06-15,1773500.56,204184,69.52,3.786,9943.48,614.9,15.0,3382.44,6779.57,142.1292548,8.253,4,6,2012,15,0,0,0
5843,41,2012-06-15,1384584.5899999999,196321,64.92,3.723,6926.97,599.0,5.66,3396.74,4290.96,197.692292,6.547,4,6,2012,15,0,0,0
2411,17,2012-06-15,964169.67,93188,56.67,3.756,6069.6,147.0,0.18,1949.47,1373.68,130.8295333,6.235,4,6,2012,15,0,1,0
1267,9,2012-06-15,564606.1,125833,82.21,3.393,3296.23,176.4,50.03,780.78,4209.82,225.5070634,5.539,4,6,2012,15,0,1,0
1553,11,2012-06-15,1417875.42,207499,84.97,3.393,7018.0,247.6,0.15,2876.5,4951.58,225.2644795,6.664,4,6,2012,15,0,0,0
3412,24,2012-06-15,1364445.98,203819,68.28,3.786,11618.99,217.9,9.33,2449.86,5633.09,138.1295333,8.983,4,6,2012,15,0,0,0
1554,11,2012-06-22,1355680.3,207499,83.26,3.346,8329.88,278.6,1.98,1726.99,6103.42,225.3068615,6.664,4,6,2012,22,0,0,0
3127,22,2012-06-22,1112449.3,119557,70.61,3.629,8154.53,387.4,0.0,2396.96,3938.83,142.1606464,7.671,4,6,2012,22,0,1,0
3270,23,2012-06-22,1522042.57,114533,71.82,3.629,5810.83,658.1,8.28,2064.37,5454.93,138.1629,4.125,4,6,2012,22,0,1,0
1697,12,2012-06-22,981386.25,112238,91.61,4.014,10233.14,67.6,3.65,4693.44,3618.64,130.7929,11.627,4,6,2012,22,0,1,0
2412,17,2012-06-22,981210.57,93188,62.9,3.737,3500.33,466.98,0.0,1789.53,2980.58,130.7929,6.235,4,6,2012,22,0,1,0
839,6,2012-06-22,1618272.25,202505,81.2,3.346,7253.03,312.35,160.51,3024.57,6806.11,223.4093906,5.964,4,6,2012,22,0,0,0
2126,15,2012-06-22,687085.6,123737,74.28,3.722,3816.09,1314.0,0.0,667.31,2567.0,138.1629,8.15,4,6,2012,22,0,1,0
4843,34,2012-06-22,1000285.1,158114,78.85,3.329,4673.0,169.0,0.0,1561.36,4524.99,130.7929,9.575,4,6,2012,22,0,0,0
1125,8,2012-06-22,899449.65,155078,78.85,3.346,5146.44,124.95,2.97,1409.95,3956.16,225.3558843,5.679,4,6,2012,22,0,0,0
2698,19,2012-06-22,1468350.36,203819,75.83,3.722,10418.79,1232.8,0.51,2971.07,12187.35,138.1629,8.15,4,6,2012,22,0,0,0
4271,30,2012-06-22,428554.63,42988,81.78,3.346,292.53,0.0,0.0,0.0,3749.16,221.4411622,6.891,4,6,2012,22,0,0,1
6416,45,2012-06-22,822569.16,118221,74.22,3.564,5565.31,222.5,1.16,2149.76,7474.76,191.0646096,8.567,4,6,2012,22,0,1,0
3699,26,2012-06-22,1056282.91,152513,63.04,3.629,5543.88,372.0,103.99,1901.89,6556.54,138.1629,7.489,4,6,2012,22,0,0,0
6273,44,2012-06-22,336241.0,39910,72.89,3.737,505.28,0.0,0.79,43.89,1222.4,130.7929,5.621,4,6,2012,22,0,0,1
4700,33,2012-06-22,261666.29,39690,95.75,4.014,213.64,0.0,0.0,0.0,2346.53,130.7929,7.396,4,6,2012,22,0,0,0
982,7,2012-06-22,687344.68,70713,63.69,3.735,12407.71,352.1,0.09,1239.04,1533.86,197.7389345,8.09,4,6,2012,22,0,1,0
2555,18,2012-06-22,1080357.89,120653,70.92,3.629,8206.82,478.09,1.37,3726.43,4323.55,138.1629,8.304,4,6,2012,22,0,1,0
2841,20,2012-06-22,2060588.69,203742,76.51,3.564,12173.74,875.7,2.36,4195.01,7516.62,214.606,7.139,4,6,2012,22,0,0,0
4557,32,2012-06-22,1196880.11,203007,74.85,3.735,7803.3,609.25,3.05,4800.5,15323.92,197.7389345,8.09,4,6,2012,22,0,0,0
3985,28,2012-06-22,1180671.55,206302,91.61,4.014,10280.97,18.4,1.12,3663.41,6659.58,130.7929,11.627,4,6,2012,22,0,0,0
4414,31,2012-06-22,1394065.76,203750,81.78,3.346,6139.82,26.0,4.33,3613.14,8954.0,221.4411622,6.891,4,6,2012,22,0,0,0
2984,21,2012-06-22,735870.0,140167,81.78,3.346,7545.68,79.95,0.51,3498.46,7223.83,221.4411622,6.891,4,6,2012,22,0,1,0
5987,42,2012-06-22,540031.29,39690,89.92,4.014,44.66,0.0,0.0,0.0,1338.53,130.7929,7.382,4,6,2012,22,0,0,1
3413,24,2012-06-22,1434709.6300000001,203819,72.29,3.722,8790.16,749.1,30.57,4434.39,7308.24,138.1629,8.983,4,6,2012,22,0,0,0
1840,13,2012-06-22,2094373.0,219622,72.89,3.737,9298.46,565.14,1.79,4025.82,8626.51,130.7929,5.965,4,6,2012,22,0,0,0
4128,29,2012-06-22,581854.5,93638,70.61,3.629,4524.86,492.8,0.99,1745.53,2589.37,138.1629,9.14,4,6,2012,22,0,1,0
1411,10,2012-06-22,1755334.18,126512,89.92,4.014,7684.55,12.6,1.17,3375.65,7210.53,130.7929,7.382,4,6,2012,22,0,1,0
5844,41,2012-06-22,1386407.17,196321,66.88,3.735,6390.33,753.88,8.58,3431.59,4741.92,197.7389345,6.547,4,6,2012,22,0,0,0
3842,27,2012-06-22,1837884.79,204184,73.23,3.722,9510.17,821.5,7.98,3928.13,6054.38,142.1606464,8.253,4,6,2012,22,0,0,0
3556,25,2012-06-22,721601.9,128107,73.52,3.564,9127.63,467.6,30.29,3543.14,5417.88,214.606,7.139,4,6,2012,22,0,1,0
553,4,2012-06-22,2197299.65,205863,81.63,3.329,6619.2,351.22,3.48,5390.02,10920.89,130.7929,4.308,4,6,2012,22,0,0,0
5558,39,2012-06-22,1532316.79,184109,79.84,3.346,7354.18,244.0,0.99,2788.54,53212.72,220.4886472,6.989,4,6,2012,22,0,0,0
6130,43,2012-06-22,613270.79,41062,87.51,3.346,184.26,0.0,3.2,0.0,1298.9,213.2123786,9.575,4,6,2012,22,0,0,1
410,3,2012-06-22,419497.95,37392,82.7,3.346,1843.45,11.2,0.51,421.71,1743.54,225.3068615,6.664,4,6,2012,22,0,1,0
5415,38,2012-06-22,405938.35,39690,91.61,4.014,576.0,0.0,0.0,0.0,2241.95,130.7929,11.627,4,6,2012,22,0,0,1
5701,40,2012-06-22,1033552.18,155083,69.32,3.629,5015.3,438.0,4.72,2018.54,7972.99,138.1629,4.125,4,6,2012,22,0,0,0
267,2,2012-06-22,1887733.21,202307,81.04,3.346,12126.02,314.0,60.99,6058.6,36430.33,221.4411622,6.891,4,6,2012,22,0,0,0
5272,37,2012-06-22,484032.75,39910,80.4,3.346,277.33,0.0,0.0,0.0,1269.26,220.4886472,6.989,4,6,2012,22,0,0,1
4986,35,2012-06-22,911696.0,103681,73.23,3.564,5984.0,32.8,0.57,528.54,2636.77,142.1606464,8.876,4,6,2012,22,0,1,0
696,5,2012-06-22,325041.68,34875,80.57,3.346,2046.93,8.8,0.0,677.36,2762.83,222.3900046,5.801,4,6,2012,22,0,1,0
124,1,2012-06-22,1527845.81,151315,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,4,6,2012,22,0,0,0
1983,14,2012-06-22,1660228.8800000001,200898,74.22,3.564,10291.35,317.0,4.3,3292.07,6115.51,191.0646096,8.567,4,6,2012,22,0,0,0
2269,16,2012-06-22,581745.72,57197,70.41,3.735,1291.33,201.0,0.27,696.47,1682.13,197.7389345,6.169,4,6,2012,22,0,1,0
1268,9,2012-06-22,562173.12,125833,81.05,3.346,2886.26,3.8,0.0,1270.8,4545.91,225.5495841,5.539,4,6,2012,22,0,1,0
5129,36,2012-06-22,306411.01,39910,80.4,3.358,318.51,0.0,0.0,0.0,1805.33,220.4886472,6.989,4,6,2012,22,0,0,0
2556,18,2012-06-29,1097006.3,120653,70.17,3.577,4281.61,262.88,0.0,829.99,2102.06,138.1962667,8.304,4,6,2012,29,0,1,0
268,2,2012-06-29,1881046.12,202307,86.32,3.286,8495.34,275.8,0.0,1935.16,5686.13,221.4813343,6.891,4,6,2012,29,0,0,0
3843,27,2012-06-29,1842555.32,204184,73.94,3.667,7582.01,585.9,0.0,1019.28,3522.11,142.1920381,8.253,4,6,2012,29,0,0,0
6131,43,2012-06-29,593128.13,41062,89.85,3.286,289.03,0.0,0.0,0.0,2027.07,213.2460619,9.575,4,6,2012,29,0,0,1
2699,19,2012-06-29,1379652.65,203819,69.92,3.667,11993.32,535.4,0.0,3736.21,3432.8,138.1962667,8.15,4,6,2012,29,0,0,0
3700,26,2012-06-29,1051190.44,152513,60.71,3.577,3441.05,274.0,0.0,256.82,2456.02,138.1962667,7.489,4,6,2012,29,0,0,0
3414,24,2012-06-29,1428869.9000000001,203819,70.4,3.667,5708.44,329.3,0.0,1310.41,4292.22,138.1962667,8.983,4,6,2012,29,0,0,0
3557,25,2012-06-29,718890.8099999999,128107,69.84,3.506,3374.98,537.8,0.0,712.78,1992.95,214.6466757,7.139,4,6,2012,29,0,1,0
2842,20,2012-06-29,2055952.6099999999,203742,74.15,3.506,6569.4,605.7,0.0,561.31,4567.03,214.6466757,7.139,4,6,2012,29,0,0,0
2985,21,2012-06-29,716341.39,140167,88.05,3.286,5130.81,38.3,0.0,1849.32,3879.62,221.4813343,6.891,4,6,2012,29,0,1,0
5845,41,2012-06-29,1355600.01,196321,76.54,3.693,2864.01,346.02,0.0,393.26,3293.29,197.785577,6.547,4,6,2012,29,0,0,0
554,4,2012-06-29,2128362.92,205863,84.23,3.257,3756.11,211.6,0.0,2114.26,6371.15,130.7562667,4.308,4,6,2012,29,0,0,0
3271,23,2012-06-29,1451782.16,114533,64.23,3.577,2621.06,199.8,0.0,343.88,1888.97,138.1962667,4.125,4,6,2012,29,0,1,0
6274,44,2012-06-29,338386.08,39910,82.0,3.681,174.37,0.0,0.0,0.0,1114.79,130.7562667,5.621,4,6,2012,29,0,0,1
125,1,2012-06-29,1540421.49,151315,84.88,3.286,3965.73,161.6,0.0,435.99,4212.97,221.8434,7.143,4,6,2012,29,0,0,0
3128,22,2012-06-29,1053881.78,119557,70.99,3.577,3297.53,345.5,0.0,339.38,2257.49,142.1920381,7.671,4,6,2012,29,0,1,0
697,5,2012-06-29,329658.1,34875,87.08,3.286,1053.25,12.75,0.0,113.8,1300.11,222.4307191,5.801,4,6,2012,29,0,1,0
5702,40,2012-06-29,988764.84,155083,64.42,3.577,2925.88,253.2,0.0,400.0,2124.37,138.1962667,4.125,4,6,2012,29,0,0,0
411,3,2012-06-29,422965.33,37392,86.42,3.286,2297.32,8.0,0.0,395.28,1182.52,225.3492435,6.664,4,6,2012,29,0,1,0
5988,42,2012-06-29,507403.77,39690,91.36,3.875,755.44,0.0,0.0,0.0,1062.46,130.7562667,7.382,4,6,2012,29,0,0,1
6417,45,2012-06-29,773367.71,118221,75.22,3.506,3291.36,425.6,0.0,314.88,2255.34,191.0992462,8.567,4,6,2012,29,0,1,0
3986,28,2012-06-29,1129031.98,206302,90.47,3.875,6830.32,37.2,0.0,331.46,4690.76,130.7562667,11.627,4,6,2012,29,0,0,0
2413,17,2012-06-29,982322.24,93188,71.14,3.681,2895.23,281.3,0.0,357.75,1195.05,130.7562667,6.235,4,6,2012,29,0,1,0
4415,31,2012-06-29,1349202.25,203750,88.05,3.286,5659.29,7.6,0.0,408.59,6001.91,221.4813343,6.891,4,6,2012,29,0,0,0
1984,14,2012-06-29,1591835.02,200898,75.22,3.506,4575.3,211.7,0.0,304.94,2686.11,191.0992462,8.567,4,6,2012,29,0,0,0
4272,30,2012-06-29,423192.4,42988,88.05,3.286,57.9,0.0,0.0,0.0,1773.54,221.4813343,6.891,4,6,2012,29,0,0,1
5273,37,2012-06-29,508309.81,39910,86.68,3.286,165.32,0.0,0.0,0.0,1989.84,220.5278796,6.989,4,6,2012,29,0,0,1
4844,34,2012-06-29,942970.63,158114,81.91,3.257,3725.46,52.2,0.0,343.56,3814.45,130.7562667,9.575,4,6,2012,29,0,0,0
840,6,2012-06-29,1648863.46,202505,87.35,3.286,3997.4,231.9,0.0,262.44,4182.9,223.4506878,5.964,4,6,2012,29,0,0,0
5416,38,2012-06-29,404634.36,39690,90.47,3.875,350.56,0.0,0.0,26.87,1447.29,130.7562667,11.627,4,6,2012,29,0,0,1
4129,29,2012-06-29,555954.13,93638,70.99,3.577,5142.08,329.04,0.27,565.5,1957.42,138.1962667,9.14,4,6,2012,29,0,1,0
5559,39,2012-06-29,1492388.98,184109,85.72,3.286,4579.58,238.8,0.0,725.41,85851.87,220.5278796,6.989,4,6,2012,29,0,0,0
1269,9,2012-06-29,544770.7,125833,87.18,3.286,2073.16,120.0,0.0,31.75,2792.7,225.5921049,5.539,4,6,2012,29,0,1,0
4558,32,2012-06-29,1178211.81,203007,81.95,3.693,3333.19,599.5,0.0,798.18,2945.01,197.785577,8.09,4,6,2012,29,0,0,0
5130,36,2012-06-29,291530.43,39910,86.68,3.273,1169.41,0.0,0.0,0.0,2549.31,220.5278796,6.989,4,6,2012,29,0,0,0
1555,11,2012-06-29,1297028.6,207499,87.86,3.286,4430.73,219.8,0.0,1799.43,6504.38,225.3492435,6.664,4,6,2012,29,0,0,0
4701,33,2012-06-29,244338.31,39690,98.15,3.875,0.0,0.0,0.0,0.0,807.21,130.7562667,7.396,4,6,2012,29,0,0,0
1698,12,2012-06-29,943124.74,112238,90.47,3.875,7439.99,47.6,0.0,1330.36,4873.87,130.7562667,11.627,4,6,2012,29,0,1,0
1412,10,2012-06-29,1707481.9,126512,91.36,3.875,3339.88,22.0,0.0,1119.45,3710.52,130.7562667,7.382,4,6,2012,29,0,1,0
1126,8,2012-06-29,878298.22,155078,84.47,3.286,8467.23,199.75,0.0,492.34,5529.08,225.3982943,5.679,4,6,2012,29,0,0,0
2127,15,2012-06-29,624099.48,123737,68.91,3.667,3076.48,589.4,0.0,1770.01,2113.3,138.1962667,8.15,4,6,2012,29,0,1,0
1841,13,2012-06-29,2037663.71,219622,82.0,3.681,4768.5,446.92,0.0,743.34,4076.02,130.7562667,5.965,4,6,2012,29,0,0,0
4987,35,2012-06-29,892133.41,103681,73.94,3.506,11690.61,-7.6,0.0,3457.25,5129.74,142.1920381,8.876,4,6,2012,29,0,1,0
2270,16,2012-06-29,570162.28,57197,77.31,3.693,731.74,107.4,0.0,455.32,1375.35,197.785577,6.169,4,6,2012,29,0,1,0
983,7,2012-06-29,704335.41,70713,68.84,3.693,1246.74,425.6,0.0,42.0,1200.17,197.785577,8.09,4,6,2012,29,0,1,0
3272,23,2012-07-06,1545370.16,114533,70.86,3.538,6918.05,103.8,26.79,6112.89,5184.17,138.2296333,4.156,4,7,2012,6,0,1,0
5703,40,2012-07-06,1182901.56,155083,69.08,3.538,6364.53,277.2,62.07,2574.7,5230.46,138.2296333,4.156,4,7,2012,6,0,0,0
1842,13,2012-07-06,2184980.35,219622,79.23,3.63,14357.07,337.7,89.85,8820.75,5507.25,130.7196333,5.765,4,7,2012,6,0,0,0
5417,38,2012-07-06,471086.22,39690,89.13,3.765,404.49,0.0,4.05,0.0,1132.08,130.7196333,10.926,4,7,2012,6,0,0,1
3415,24,2012-07-06,1645097.75,203819,77.18,3.646,2920.43,559.3,181.49,1218.55,3889.14,138.2296333,8.953,4,7,2012,6,0,0,0
3701,26,2012-07-06,1180470.8,152513,64.94,3.538,4894.97,230.0,19.39,3309.33,5437.93,138.2296333,7.405,4,7,2012,6,0,0,0
4845,34,2012-07-06,1007867.6799999999,158114,77.95,3.187,6438.2,174.8,103.13,2529.03,3839.19,130.7196333,9.285,4,7,2012,6,0,0,0
698,5,2012-07-06,341214.43,34875,82.35,3.227,2592.37,2.65,52.06,914.36,2768.98,222.4714336,5.603,4,7,2012,6,0,1,0
412,3,2012-07-06,411206.5,37392,83.14,3.227,2625.99,30.7,28.16,703.16,1962.17,225.3916254,6.334,4,7,2012,6,0,1,0
2986,21,2012-07-06,693013.59,140167,85.26,3.227,6607.09,63.2,37.39,3667.62,3438.32,221.5215064,6.565,4,7,2012,6,0,1,0
5274,37,2012-07-06,519498.32,39910,81.52,3.227,259.87,0.0,9.27,0.0,1155.93,220.567112,6.623,4,7,2012,6,0,0,1
4416,31,2012-07-06,1458059.42,203750,85.26,3.227,6801.13,1.95,36.15,3120.41,3975.98,221.5215064,6.565,4,7,2012,6,0,0,0
4273,30,2012-07-06,440553.42,42988,85.26,3.227,799.32,0.0,2.35,2.96,2510.56,221.5215064,6.565,4,7,2012,6,0,0,1
4130,29,2012-07-06,578832.41,93638,77.41,3.538,5782.33,132.2,30.11,1918.9,4059.51,138.2296333,9.419,4,7,2012,6,0,1,0
2700,19,2012-07-06,1557120.44,203819,76.07,3.646,10945.79,600.3,101.46,6664.35,7855.14,138.2296333,8.193,4,7,2012,6,0,0,0
5560,39,2012-07-06,1659221.99,184109,81.05,3.227,11507.92,254.4,90.79,5163.63,108519.28,220.567112,6.623,4,7,2012,6,0,0,0
6132,43,2012-07-06,645618.59,41062,82.68,3.227,219.7,0.0,3.02,0.0,1141.12,213.2797452,9.285,4,7,2012,6,0,0,1
1413,10,2012-07-06,1805999.79,126512,86.87,3.666,12644.88,11.2,4.12,5763.56,4746.94,130.7196333,7.17,4,7,2012,6,0,1,0
126,1,2012-07-06,1769854.16,151315,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,4,7,2012,6,0,0,0
4988,35,2012-07-06,985479.64,103681,82.08,3.475,7808.9,7.0,47.5,6948.28,6443.45,142.2234298,8.839,4,7,2012,6,0,1,0
1556,11,2012-07-06,1461129.94,207499,83.44,3.227,8324.1,125.6,88.73,6101.75,4603.06,225.3916254,6.334,4,7,2012,6,0,0,0
6418,45,2012-07-06,843361.1,118221,82.99,3.475,5878.09,169.0,64.36,2996.47,5477.04,191.1338827,8.684,4,7,2012,6,0,1,0
2128,15,2012-07-06,678024.75,123737,74.64,3.646,4916.59,270.1,24.22,1747.41,2772.41,138.2296333,8.193,4,7,2012,6,0,1,0
4702,33,2012-07-06,273690.37,39690,93.21,3.666,297.52,0.0,3.44,0.0,1107.31,130.7196333,7.147,4,7,2012,6,0,0,0
3558,25,2012-07-06,753385.5499999999,128107,75.52,3.475,7926.21,399.7,40.32,4541.86,4619.98,214.6873514,7.28,4,7,2012,6,0,1,0
3844,27,2012-07-06,2062224.92,204184,82.08,3.646,12579.0,303.6,217.95,8280.23,7999.22,142.2234298,8.239,4,7,2012,6,0,0,0
1699,12,2012-07-06,1014898.78,112238,89.13,3.765,10804.73,-0.6,3.33,5397.84,4395.03,130.7196333,10.926,4,7,2012,6,0,1,0
3129,22,2012-07-06,1097786.1400000001,119557,77.41,3.538,10677.48,296.2,12.79,6485.38,3465.23,142.2234298,7.753,4,7,2012,6,0,1,0
1985,14,2012-07-06,1862128.95,200898,82.99,3.475,7024.93,416.3,83.47,6927.24,6002.43,191.1338827,8.684,4,7,2012,6,0,0,0
1270,9,2012-07-06,578790.36,125833,84.15,3.227,3165.17,87.2,8.08,1642.41,2096.86,225.6346256,5.277,4,7,2012,6,0,1,0
6275,44,2012-07-06,358461.58,39910,79.23,3.63,781.9,0.0,2.87,0.0,1072.0,130.7196333,5.407,4,7,2012,6,0,0,1
5989,42,2012-07-06,618702.09,39690,86.87,3.666,156.49,0.0,9.43,0.0,876.53,130.7196333,7.17,4,7,2012,6,0,0,1
5131,36,2012-07-06,306578.89,39910,81.52,3.232,249.73,0.0,0.04,0.0,659.16,220.567112,6.623,4,7,2012,6,0,0,0
2843,20,2012-07-06,2358055.3,203742,79.2,3.475,13826.89,342.6,182.74,7751.95,3675.32,214.6873514,7.28,4,7,2012,6,0,0,0
2414,17,2012-07-06,1046782.52,93188,68.91,3.63,9824.36,128.0,25.38,3990.35,3618.23,130.7196333,5.936,4,7,2012,6,0,1,0
841,6,2012-07-06,1876359.39,202505,82.95,3.227,6087.24,254.9,205.95,3655.34,5715.69,223.4919851,5.668,4,7,2012,6,0,0,0
2271,16,2012-07-06,641763.53,57197,70.49,3.646,1559.36,68.8,13.1,420.62,6013.75,197.8322195,6.061,4,7,2012,6,0,1,0
984,7,2012-07-06,805642.61,70713,64.67,3.646,2779.97,326.2,5.07,2112.68,1548.33,197.8322195,7.872,4,7,2012,6,0,1,0
5846,41,2012-07-06,1456300.89,196321,74.47,3.646,7791.47,306.7,31.44,4856.67,4087.29,197.8322195,6.432,4,7,2012,6,0,0,0
2557,18,2012-07-06,1158247.31,120653,76.08,3.538,7264.07,216.52,104.43,5508.05,4833.1,138.2296333,8.535,4,7,2012,6,0,1,0
1127,8,2012-07-06,936205.5,155078,81.24,3.227,10526.01,157.93,182.17,3068.98,4059.99,225.4407043,5.401,4,7,2012,6,0,0,0
269,2,2012-07-06,2041507.4,202307,84.2,3.227,12355.5,295.05,100.15,6720.4,5506.53,221.5215064,6.565,4,7,2012,6,0,0,0
555,4,2012-07-06,2224499.28,205863,80.37,3.187,9789.03,90.0,157.62,10671.47,3864.91,130.7196333,4.077,4,7,2012,6,0,0,0
3987,28,2012-07-06,1500863.54,206302,89.13,3.765,5618.88,98.6,111.79,2513.36,6421.05,130.7196333,10.926,4,7,2012,6,0,0,0
4559,32,2012-07-06,1214183.97,203007,78.68,3.646,6157.85,472.3,28.64,3908.86,6007.28,197.8322195,7.872,4,7,2012,6,0,0,0
3130,22,2012-07-13,971361.38,119557,75.81,3.561,4773.8,183.5,14.16,2046.91,1457.01,142.2548214,7.753,4,7,2012,13,0,1,0
2272,16,2012-07-13,569005.0599999999,57197,70.29,3.613,2375.53,17.9,2.07,983.3,1834.23,197.8788621,6.061,4,7,2012,13,0,1,0
1414,10,2012-07-13,1765571.91,126512,89.8,3.723,7069.25,5.0,0.32,8194.36,1372.82,130.683,7.17,4,7,2012,13,0,1,0
5561,39,2012-07-13,1471261.76,184109,78.16,3.256,4989.73,125.2,15.75,3398.73,105223.11,220.6063444,6.623,4,7,2012,13,0,0,0
3845,27,2012-07-13,1755889.53,204184,78.95,3.689,7264.26,219.2,31.1,4489.18,3102.22,142.2548214,8.239,4,7,2012,13,0,0,0
3416,24,2012-07-13,1405475.78,203819,75.36,3.689,7991.43,136.9,111.69,5852.88,4022.09,138.263,8.953,4,7,2012,13,0,0,0
4131,29,2012-07-13,514709.76,93638,75.81,3.561,3071.52,163.0,22.04,1087.28,656.21,138.263,9.419,4,7,2012,13,0,1,0
4274,30,2012-07-13,417640.33999999997,42988,82.51,3.256,200.86,0.0,4.08,0.0,7547.27,221.5616784,6.565,4,7,2012,13,0,0,1
1843,13,2012-07-13,2002750.99,219622,83.68,3.595,6330.74,220.42,1.17,4033.74,4225.77,130.683,5.765,4,7,2012,13,0,0,0
5847,41,2012-07-13,1332594.07,196321,67.24,3.613,6062.57,85.84,1.6,1805.08,2636.17,197.8788621,6.432,4,7,2012,13,0,0,0
4703,33,2012-07-13,287033.64,39690,97.6,3.723,221.83,0.0,0.6,0.0,2405.4,130.683,7.147,4,7,2012,13,0,0,0
1986,14,2012-07-13,1544422.35,200898,79.97,3.523,9158.47,-2.5,5.37,4516.68,2574.55,191.1685192,8.684,4,7,2012,13,0,0,0
2987,21,2012-07-13,668132.36,140167,82.51,3.256,5088.14,17.8,2.16,2908.11,1533.27,221.5616784,6.565,4,7,2012,13,0,1,0
1557,11,2012-07-13,1320239.51,207499,82.46,3.256,7783.03,105.95,34.8,4778.55,2445.82,225.4340074,6.334,4,7,2012,13,0,0,0
1271,9,2012-07-13,536537.64,125833,82.39,3.256,3031.81,0.0,2.02,47.76,4554.39,225.6771463,5.277,4,7,2012,13,0,1,0
2844,20,2012-07-13,2134680.12,203742,78.27,3.523,8679.19,99.7,22.34,4960.49,7877.54,214.728027,7.28,4,7,2012,13,0,0,0
3273,23,2012-07-13,1384921.63,114533,69.19,3.561,4159.57,99.3,0.47,3148.73,1106.63,138.263,4.156,4,7,2012,13,0,1,0
556,4,2012-07-13,2100252.61,205863,76.86,3.224,11075.38,151.0,17.27,3810.25,4766.88,130.683,4.077,4,7,2012,13,0,0,0
2558,18,2012-07-13,1024784.92,120653,75.09,3.561,6538.92,113.06,0.28,3817.92,959.97,138.263,8.535,4,7,2012,13,0,1,0
5418,38,2012-07-13,416036.75,39690,95.61,3.723,609.49,0.0,2.05,0.0,752.29,130.683,10.926,4,7,2012,13,0,0,1
1700,12,2012-07-13,960312.75,112238,95.61,3.723,8699.07,20.0,0.06,5542.53,2781.14,130.683,10.926,4,7,2012,13,0,1,0
3559,25,2012-07-13,714093.95,128107,73.87,3.523,7262.73,45.6,18.01,1803.13,1354.39,214.728027,7.28,4,7,2012,13,0,1,0
985,7,2012-07-13,694150.89,70713,64.21,3.613,1562.86,85.7,0.35,424.66,57029.78,197.8788621,7.872,4,7,2012,13,0,1,0
4417,31,2012-07-13,1374301.34,203750,82.51,3.256,7013.13,2.1,29.35,3542.2,10462.74,221.5616784,6.565,4,7,2012,13,0,0,0
270,2,2012-07-13,1830075.13,202307,80.17,3.256,8354.65,342.25,20.53,5674.44,5012.22,221.5616784,6.565,4,7,2012,13,0,0,0
4846,34,2012-07-13,954677.75,158114,74.02,3.224,2691.41,20.2,16.91,806.44,3029.0,130.683,9.285,4,7,2012,13,0,0,0
2415,17,2012-07-13,960746.04,93188,72.94,3.595,5814.57,64.9,0.18,1807.43,1705.19,130.683,5.936,4,7,2012,13,0,1,0
2129,15,2012-07-13,591335.5,123737,72.62,3.689,3376.03,189.6,50.02,942.78,753.32,138.263,8.193,4,7,2012,13,0,1,0
3702,26,2012-07-13,1063149.78,152513,64.47,3.561,6894.41,72.3,3.5,1114.8,1415.15,138.263,7.405,4,7,2012,13,0,0,0
5704,40,2012-07-13,979848.71,155083,67.48,3.561,6891.02,80.4,23.66,1464.52,2677.19,138.263,4.156,4,7,2012,13,0,0,0
413,3,2012-07-13,416913.1,37392,82.28,3.256,3196.9,20.8,2.02,302.29,451.1,225.4340074,6.334,4,7,2012,13,0,1,0
5132,36,2012-07-13,298337.41,39910,78.15,3.245,769.5,0.0,0.01,0.0,1530.69,220.6063444,6.623,4,7,2012,13,0,0,0
5275,37,2012-07-13,506005.47000000003,39910,78.15,3.256,170.2,0.0,1.23,0.0,1270.54,220.6063444,6.623,4,7,2012,13,0,0,1
1128,8,2012-07-13,890488.01,155078,78.46,3.256,10278.48,129.2,24.0,1750.15,2057.71,225.4831143,5.401,4,7,2012,13,0,0,0
3988,28,2012-07-13,1179915.04,206302,95.61,3.723,11410.19,19.8,3.03,3053.13,1510.09,130.683,10.926,4,7,2012,13,0,0,0
6276,44,2012-07-13,336479.49,39910,83.68,3.595,372.75,0.0,0.63,0.0,411.08,130.683,5.407,4,7,2012,13,0,0,1
842,6,2012-07-13,1588142.26,202505,80.27,3.256,8413.69,113.45,39.42,5516.18,2724.98,223.5332824,5.668,4,7,2012,13,0,0,0
6419,45,2012-07-13,749817.08,118221,79.97,3.523,2978.08,118.9,22.07,1899.54,5181.94,191.1685192,8.684,4,7,2012,13,0,1,0
699,5,2012-07-13,316203.64,34875,80.78,3.256,1471.06,1.0,12.0,889.18,798.44,222.5121481,5.603,4,7,2012,13,0,1,0
